ensembl_gene_id	external_gene_name	start_position	end_position	strand	gene_biotype
ENSG00000143367	TUFT1	151512781	151556059	1	protein_coding
ENSG00000143368	SF3B4	149895209	149900236	-1	protein_coding
ENSG00000143369	ECM1	150480538	150486265	1	protein_coding
ENSG00000143373	ZNF687	151254094	151264656	1	protein_coding
ENSG00000143374	TARS2	150459887	150480078	1	protein_coding
ENSG00000143375	CGN	151482986	151511168	1	protein_coding
ENSG00000143376	SNX27	151584541	151671567	1	protein_coding
ENSG00000143379	SETDB1	150898739	150937213	1	protein_coding
ENSG00000143382	ADAMTSL4	150521884	150533413	1	protein_coding
ENSG00000143384	MCL1	150547032	150552066	-1	protein_coding
ENSG00000143387	CTSK	150768684	150780799	-1	protein_coding
ENSG00000143390	RFX5	151313116	151319833	-1	protein_coding
ENSG00000143393	PI4KB	151264273	151300191	-1	protein_coding
ENSG00000143398	PIP5K1A	151170425	151222012	1	protein_coding
ENSG00000143401	ANP32E	150190717	150208504	-1	protein_coding
ENSG00000143409	FAM63A	150969025	150980851	-1	protein_coding
ENSG00000143412	ANXA9	150954493	150968110	1	protein_coding
ENSG00000143416	SELENBP1	151336778	151345209	-1	protein_coding
ENSG00000143418	CERS2	150933059	150947479	-1	protein_coding
ENSG00000143420	ENSA	150573327	150602088	-1	protein_coding
ENSG00000143434	SEMA6C	151104161	151119104	-1	protein_coding
ENSG00000143436	MRPL9	151732119	151736040	-1	protein_coding
ENSG00000143437	ARNT	150782181	150849244	-1	protein_coding
ENSG00000143442	POGZ	151375200	151431941	-1	protein_coding
ENSG00000143443	C1orf56	151020216	151024462	1	protein_coding
ENSG00000143450	OAZ3	151735445	151743808	1	protein_coding
ENSG00000143452	HORMAD1	150670536	150693364	-1	protein_coding
ENSG00000143457	GOLPH3L	150618701	150669630	-1	protein_coding
ENSG00000143458	GABPB2	151043054	151098018	1	protein_coding
ENSG00000143466	IKBKE	206643791	206670223	1	protein_coding
ENSG00000143469	SYT14	210111538	210337636	1	protein_coding
ENSG00000143473	KCNH1	210856555	211307457	-1	protein_coding
ENSG00000143476	DTL	212208919	212280742	1	protein_coding
ENSG00000143479	DYRK3	206808881	206857764	1	protein_coding
ENSG00000143486	EIF2D	206744620	206785904	-1	protein_coding
ENSG00000143493	INTS7	212113741	212208884	-1	protein_coding
ENSG00000143494	VASH2	213123862	213165379	1	protein_coding
ENSG00000143498	TAF1A	222731244	222763275	-1	protein_coding
ENSG00000143499	SMYD2	214454445	214510474	1	protein_coding
ENSG00000143502	SUSD4	223394161	223537544	-1	protein_coding
ENSG00000143507	DUSP10	221874766	221915518	-1	protein_coding
ENSG00000143512	HHIPL2	222695602	222721445	-1	protein_coding
ENSG00000143514	TP53BP2	223967601	224033674	-1	protein_coding
ENSG00000143515	ATP8B2	154298029	154323783	1	protein_coding
ENSG00000143520	FLG2	152321211	152332482	-1	protein_coding
ENSG00000143536	CRNN	152381719	152386739	-1	protein_coding
ENSG00000143537	ADAM15	155023042	155035252	1	protein_coding
ENSG00000143543	JTB	153946745	153950164	-1	protein_coding
ENSG00000143545	RAB13	153954127	153958834	-1	protein_coding
ENSG00000143546	S100A8	153362508	153363664	-1	protein_coding
ENSG00000143549	TPM3	154127784	154167124	-1	protein_coding
ENSG00000143552	NUP210L	153965161	154127592	-1	protein_coding
ENSG00000143553	SNAPIN	153631130	153634306	1	protein_coding
ENSG00000143554	SLC27A3	153746830	153752633	1	protein_coding
ENSG00000143556	S100A7	153430220	153433177	-1	protein_coding
ENSG00000143569	UBAP2L	154192655	154243986	1	protein_coding
ENSG00000143570	SLC39A1	153931575	153940188	-1	protein_coding
ENSG00000143575	HAX1	154244987	154248351	1	protein_coding
ENSG00000143578	CREB3L4	153940010	153946839	1	protein_coding
ENSG00000143590	EFNA3	155036224	155060014	1	protein_coding
ENSG00000143595	AQP10	154293566	154297801	1	protein_coding
ENSG00000143603	KCNN3	154669931	154842756	-1	protein_coding
ENSG00000143612	C1orf43	154179182	154193104	-1	protein_coding
ENSG00000143614	GATAD2B	153777201	153895451	-1	protein_coding
ENSG00000143621	ILF2	153634512	153643524	-1	protein_coding
ENSG00000143622	RIT1	155867599	155881195	-1	protein_coding
ENSG00000143624	INTS3	153700543	153746555	1	protein_coding
ENSG00000143627	PKLR	155259630	155271225	-1	protein_coding
ENSG00000143630	HCN3	155247374	155259639	1	protein_coding
ENSG00000143631	FLG	152274651	152297679	-1	protein_coding
ENSG00000143632	ACTA1	229566992	229569845	-1	protein_coding
ENSG00000143633	C1orf131	231359509	231376933	-1	protein_coding
ENSG00000143641	GALNT2	230193536	230417870	1	protein_coding
ENSG00000143643	TTC13	231041989	231114621	-1	protein_coding
ENSG00000143653	SCCPDH	246887349	246931439	1	protein_coding
ENSG00000143669	LYST	235824341	236046940	-1	protein_coding
ENSG00000143674	MLK4	233463514	233520894	1	protein_coding
ENSG00000143702	CEP170	243287730	243418650	-1	protein_coding
ENSG00000143740	SNAP47	227916240	227968927	1	protein_coding
ENSG00000143742	SRP9	225965531	225978168	1	protein_coding
ENSG00000143748	NVL	224415036	224518089	-1	protein_coding
ENSG00000143751	SDE2	226170403	226187032	-1	protein_coding
ENSG00000143753	DEGS1	224363458	224381143	1	protein_coding
ENSG00000143756	FBXO28	224301789	224349749	1	protein_coding
ENSG00000143761	ARF1	228270361	228286912	1	protein_coding
ENSG00000143768	LEFTY2	226124298	226129189	-1	protein_coding
ENSG00000143771	CNIH4	224544552	224567161	1	protein_coding
ENSG00000143772	ITPKB	226819391	226927024	-1	protein_coding
ENSG00000143774	GUK1	228327663	228336685	1	protein_coding
ENSG00000143776	CDC42BPA	227177566	227506175	-1	protein_coding
ENSG00000143786	CNIH3	224622362	224928251	1	protein_coding
ENSG00000143793	C1orf35	228288427	228293112	-1	protein_coding
ENSG00000143799	PARP1	226548392	226595780	-1	protein_coding
ENSG00000143801	PSEN2	227057885	227083806	1	protein_coding
ENSG00000143811	PYCR2	226107578	226111978	-1	protein_coding
ENSG00000143815	LBR	225589204	225616627	-1	protein_coding
ENSG00000143816	WNT9A	228106357	228135599	-1	protein_coding
ENSG00000143819	EPHX1	225997794	226033260	1	protein_coding
ENSG00000143839	REN	204123944	204135465	-1	protein_coding
ENSG00000143842	SOX13	204042243	204096863	1	protein_coding
ENSG00000143845	ETNK2	204100190	204121307	-1	protein_coding
ENSG00000143847	PPFIA4	202995626	203047868	1	protein_coding
ENSG00000143850	PLEKHA6	204187979	204346793	-1	protein_coding
ENSG00000143851	PTPN7	202116141	202130716	-1	protein_coding
ENSG00000143858	SYT2	202559724	202679545	-1	protein_coding
ENSG00000143862	ARL8A	202102532	202113869	-1	protein_coding
ENSG00000146463	ZMYM4	35734568	35887659	1	protein_coding
ENSG00000149527	PLCH2	2357419	2436969	1	protein_coding
ENSG00000150337	FCGR1A	149754227	149764074	1	protein_coding
ENSG00000150681	RGS18	192127587	192154945	1	protein_coding
ENSG00000151414	NEK7	198126093	198291550	1	protein_coding
ENSG00000151418	ATP6V1G3	198492352	198510075	-1	protein_coding
ENSG00000152022	LIX1L	145477085	145501669	1	protein_coding
ENSG00000152042	NBPF11	146032647	146082765	-1	protein_coding
ENSG00000152061	RABGAP1L	174128548	174964445	1	protein_coding
ENSG00000152078	TMEM56	95582894	95663163	1	protein_coding
ENSG00000152092	ASTN1	176826438	177134109	-1	protein_coding
ENSG00000152104	PTPN14	214522039	214725792	-1	protein_coding
ENSG00000152332	UHMK1	162467041	162499419	1	protein_coding
ENSG00000152382	TADA1	166825747	166845564	-1	protein_coding
ENSG00000152760	TCTEX1D1	67218142	67244470	1	protein_coding
ENSG00000152763	WDR78	67278568	67390570	-1	protein_coding
ENSG00000152904	GGPS1	235490665	235507847	1	protein_coding
ENSG00000153029	MR1	181003067	181031074	1	protein_coding
ENSG00000153187	HNRNPU	245014468	245027844	-1	protein_coding
ENSG00000153207	AHCTF1	247002400	247095280	-1	protein_coding
ENSG00000153230	OR14K1	247901917	247902861	1	protein_coding
ENSG00000153363	LINC00467	211556145	211605878	1	processed_transcript
ENSG00000153898	MCOLN2	85391268	85462796	-1	protein_coding
ENSG00000153904	DDAH1	85784164	86043933	-1	protein_coding
ENSG00000153923	CLCA3P	87099956	87121059	1	pseudogene
ENSG00000153936	HS2ST1	87380331	87602334	1	protein_coding
ENSG00000154007	ASB17	76384558	76398116	-1	protein_coding
ENSG00000154027	AK5	77747736	78025651	1	protein_coding
ENSG00000154198	CYP4Z2P	47308767	47366109	-1	pseudogene
ENSG00000154222	CC2D1B	52811395	52831865	-1	protein_coding
ENSG00000154305	MIA3	222791428	222841354	1	protein_coding
ENSG00000154309	DISP1	222988406	223179337	1	protein_coding
ENSG00000154342	WNT3A	228194752	228248961	1	protein_coding
ENSG00000154358	OBSCN	228395831	228566577	1	protein_coding
ENSG00000154370	TRIM11	228581374	228594541	-1	protein_coding
ENSG00000154380	ENAH	225674537	225840844	-1	protein_coding
ENSG00000154429	CCSAP	229456758	229479041	-1	protein_coding
ENSG00000154451	GBP5	89724633	89738544	-1	protein_coding
ENSG00000154511	FAM69A	93307724	93427057	-1	protein_coding
ENSG00000155363	MOV10	113215763	113243368	1	protein_coding
ENSG00000155366	RHOC	113243728	113250056	-1	protein_coding
ENSG00000155367	PPM1J	113252616	113258099	-1	protein_coding
ENSG00000155380	SLC16A1	113454469	113499635	-1	protein_coding
ENSG00000155761	SPAG17	118496484	118727846	-1	protein_coding
ENSG00000155816	FMN2	240177648	240638489	1	protein_coding
ENSG00000156097	GPR61	110082494	110091028	1	protein_coding
ENSG00000156150	ALX3	110602616	110613322	-1	protein_coding
ENSG00000156171	DRAM2	111659955	111682838	-1	protein_coding
ENSG00000156869	FRRS1	100174259	100232187	-1	protein_coding
ENSG00000156875	HIAT1	100503653	100548933	1	protein_coding
ENSG00000156876	SASS6	100549119	100598511	-1	protein_coding
ENSG00000157060	SHCBP1L	182869000	182922660	-1	protein_coding
ENSG00000157064	NMNAT2	183217372	183387737	-1	protein_coding
ENSG00000157077	ZFYVE9	52608046	52812358	1	protein_coding
ENSG00000157131	C8A	57320479	57383894	1	protein_coding
ENSG00000157181	C1orf27	186344890	186390510	1	protein_coding
ENSG00000157184	CPT2	53662101	53679869	1	protein_coding
ENSG00000157191	NECAP2	16767167	16786573	1	protein_coding
ENSG00000157193	LRP8	53711217	53793742	-1	protein_coding
ENSG00000157211	CDCP2	54598747	54619443	-1	protein_coding
ENSG00000157216	SSBP3	54691105	54879152	-1	protein_coding
ENSG00000157330	C1orf158	12806163	12823847	1	protein_coding
ENSG00000157358	PRAMEF15	13641973	13648988	1	protein_coding
ENSG00000157870	FAM213B	2517930	2522908	1	protein_coding
ENSG00000157873	TNFRSF14	2487078	2496821	1	protein_coding
ENSG00000157881	PANK4	2439972	2458039	-1	protein_coding
ENSG00000157911	PEX10	2336236	2345236	-1	protein_coding
ENSG00000157916	RER1	2323267	2336883	1	protein_coding
ENSG00000157933	SKI	2160134	2241558	1	protein_coding
ENSG00000157978	LDLRAP1	25870071	25895377	1	protein_coding
ENSG00000158006	PAFAH2	26286258	26324648	-1	protein_coding
ENSG00000158008	EXTL1	26346375	26362955	1	protein_coding
ENSG00000158014	SLC30A2	26363743	26372624	-1	protein_coding
ENSG00000158022	TRIM63	26377795	26394927	-1	protein_coding
ENSG00000158055	GRHL3	24645812	24690972	1	protein_coding
ENSG00000158062	UBXN11	26607819	26644854	-1	protein_coding
ENSG00000158109	TPRG1L	3541566	3546691	1	protein_coding
ENSG00000158156	XKR8	28285973	28294607	1	protein_coding
ENSG00000158161	EYA3	28296855	28415207	-1	protein_coding
ENSG00000158195	WASF2	27730730	27816669	-1	protein_coding
ENSG00000158246	FAM46B	27331511	27339327	-1	protein_coding
ENSG00000158286	RNF207	6265535	6281359	1	protein_coding
ENSG00000158292	GPR153	6307406	6321035	-1	protein_coding
ENSG00000158315	RHBDL2	39351479	39407471	-1	protein_coding
ENSG00000158473	CD1D	158149737	158154686	1	protein_coding
ENSG00000158477	CD1A	158223927	158228059	1	protein_coding
ENSG00000158481	CD1C	158259576	158263420	1	protein_coding
ENSG00000158485	CD1B	158297741	158301321	-1	protein_coding
ENSG00000158488	CD1E	158323254	158327343	1	protein_coding
ENSG00000158615	PPP1R15B	204372515	204380919	-1	protein_coding
ENSG00000158710	TAGLN2	159887897	159895522	-1	protein_coding
ENSG00000158711	ELK4	205577071	205601090	-1	protein_coding
ENSG00000158714	SLAMF8	159796540	159807039	1	protein_coding
ENSG00000158715	SLC45A3	205626979	205649587	-1	protein_coding
ENSG00000158716	DUSP23	159750722	159752333	1	protein_coding
ENSG00000158731	OR10J6P	159568088	159569017	1	pseudogene
ENSG00000158747	NBL1	19967048	19984945	1	protein_coding
ENSG00000158748	HTR6	19991780	20006055	1	protein_coding
ENSG00000158764	ITLN2	160914815	160924589	-1	protein_coding
ENSG00000158769	F11R	160965001	160991138	-1	protein_coding
ENSG00000158773	USF1	161009041	161015767	-1	protein_coding
ENSG00000158786	PLA2G2F	20465819	20476879	1	protein_coding
ENSG00000158793	NIT1	161087876	161095235	1	protein_coding
ENSG00000158796	DEDD	161090764	161102478	-1	protein_coding
ENSG00000158816	VWA5B1	20617412	20681387	1	protein_coding
ENSG00000158825	CDA	20915441	20945401	1	protein_coding
ENSG00000158828	PINK1	20959948	20978004	1	protein_coding
ENSG00000158850	B4GALT3	161141100	161147287	-1	protein_coding
ENSG00000158859	ADAMTS4	161154098	161168846	-1	protein_coding
ENSG00000158864	NDUFS2	161166894	161184185	1	protein_coding
ENSG00000158869	FCER1G	161185024	161190489	1	protein_coding
ENSG00000158874	APOA2	161192082	161193421	-1	protein_coding
ENSG00000158882	TOMM40L	161195793	161200408	1	protein_coding
ENSG00000158887	MPZ	161274525	161279762	-1	protein_coding
ENSG00000158966	CACHD1	64936428	65158741	1	protein_coding
ENSG00000159023	EPB41	29213603	29446553	1	protein_coding
ENSG00000159164	SV2A	149874870	149889434	-1	protein_coding
ENSG00000159166	LAD1	201342372	201368736	-1	protein_coding
ENSG00000159173	TNNI1	201373625	201398994	-1	protein_coding
ENSG00000159176	CSRP1	201452658	201478584	-1	protein_coding
ENSG00000159189	C1QC	22970123	22974603	1	protein_coding
ENSG00000159208	C1orf51	150254953	150259505	1	protein_coding
ENSG00000159214	CCDC24	44457031	44462200	1	protein_coding
ENSG00000159339	PADI4	17634690	17690499	1	protein_coding
ENSG00000159346	ADIPOR1	202909951	202927700	-1	protein_coding
ENSG00000159348	CYB5R1	202930997	202936408	-1	protein_coding
ENSG00000159352	PSMD4	151227179	151239955	1	protein_coding
ENSG00000159363	ATP13A2	17312453	17338423	-1	protein_coding
ENSG00000159377	PSMB4	151372010	151374420	1	protein_coding
ENSG00000159388	BTG2	203274619	203278730	1	protein_coding
ENSG00000159409	CELF3	151674880	151689290	-1	protein_coding
ENSG00000159423	ALDH4A1	19197926	19229275	-1	protein_coding
ENSG00000159445	THEM4	151846060	151882284	-1	protein_coding
ENSG00000159450	TCHH	152078793	152086556	-1	protein_coding
ENSG00000159455	LCE2B	152647771	152659877	1	protein_coding
ENSG00000159479	MED8	43849588	43855479	-1	protein_coding
ENSG00000159516	SPRR2G	153122058	153123345	-1	protein_coding
ENSG00000159527	PGLYRP3	153270338	153283194	-1	protein_coding
ENSG00000159588	CCDC17	46085716	46089729	-1	protein_coding
ENSG00000159592	GPBP1L1	46092976	46153785	-1	protein_coding
ENSG00000159596	TMEM69	46152886	46160115	1	protein_coding
ENSG00000159658	EFCAB14	47124366	47184824	-1	protein_coding
ENSG00000160049	DFFA	10516579	10532583	-1	protein_coding
ENSG00000160050	CCDC28B	32665987	32670988	1	protein_coding
ENSG00000160051	IQCC	32671236	32674288	1	protein_coding
ENSG00000160055	TMEM234	32680073	32687972	-1	protein_coding
ENSG00000160058	BSDC1	32830704	32860332	-1	protein_coding
ENSG00000160062	ZBTB8A	33005028	33071540	1	protein_coding
ENSG00000160072	ATAD3B	1407143	1433228	1	protein_coding
ENSG00000160075	SSU72	1477053	1510249	-1	protein_coding
ENSG00000160087	UBE2J2	1189289	1209265	-1	protein_coding
ENSG00000160094	ZNF362	33722146	33766320	1	protein_coding
ENSG00000160097	FNDC5	33327869	33338083	-1	protein_coding
ENSG00000160678	S100A1	153600402	153604513	1	protein_coding
ENSG00000160679	CHTOP	153606525	153618782	1	protein_coding
ENSG00000160685	ZBTB7B	154975127	154990998	1	protein_coding
ENSG00000160688	FLAD1	154955814	154965587	1	protein_coding
ENSG00000160691	SHC1	154934774	154946871	-1	protein_coding
ENSG00000160710	ADAR	154554538	154600475	-1	protein_coding
ENSG00000160712	IL6R	154377669	154441926	1	protein_coding
ENSG00000160714	UBE2Q1	154521053	154531504	-1	protein_coding
ENSG00000160716	CHRNB2	154540257	154552502	1	protein_coding
ENSG00000160741	CRTC2	153920145	153931101	-1	protein_coding
ENSG00000160752	FDPS	155278539	155290457	1	protein_coding
ENSG00000160753	RUSC1	155290687	155300905	1	protein_coding
ENSG00000160766	GBAP1	155183616	155197214	-1	pseudogene
ENSG00000160767	FAM189B	155216996	155225274	-1	protein_coding
ENSG00000160781	PAQR6	156213206	156217881	-1	protein_coding
ENSG00000160783	PMF1	156182784	156212874	1	protein_coding
ENSG00000160785	SLC25A44	156163880	156182587	1	protein_coding
ENSG00000160789	LMNA	156052364	156109880	1	protein_coding
ENSG00000160803	UBQLN4	156005092	156023585	-1	protein_coding
ENSG00000160818	GPATCH4	156564279	156571288	-1	protein_coding
ENSG00000160838	LRRC71	156890442	156902886	1	protein_coding
ENSG00000160856	FCRL3	157644111	157670647	-1	protein_coding
ENSG00000162365	CYP4A22	47603107	47615413	1	protein_coding
ENSG00000162366	PDZK1IP1	47649265	47656716	-1	protein_coding
ENSG00000162367	TAL1	47681962	47697892	-1	protein_coding
ENSG00000162368	CMPK1	47799469	47844511	1	protein_coding
ENSG00000162373	BEND5	49193195	49242641	-1	protein_coding
ENSG00000162374	ELAVL4	50513686	50669458	1	protein_coding
ENSG00000162377	COA7	53152508	53164038	-1	protein_coding
ENSG00000162378	ZYG11B	53192126	53293014	1	protein_coding
ENSG00000162383	SLC1A7	53552855	53608289	-1	protein_coding
ENSG00000162384	C1orf123	53679771	53686289	-1	protein_coding
ENSG00000162385	MAGOH	53692564	53704282	-1	protein_coding
ENSG00000162390	ACOT11	55007930	55104865	1	protein_coding
ENSG00000162391	FAM151A	55074855	55089229	-1	protein_coding
ENSG00000162396	PARS2	55222571	55230187	-1	protein_coding
ENSG00000162398	C1orf177	55271736	55307925	1	protein_coding
ENSG00000162399	BSND	55464606	55476556	1	protein_coding
ENSG00000162402	USP24	55532032	55680786	-1	protein_coding
ENSG00000162407	PPAP2B	56960419	57110974	-1	protein_coding
ENSG00000162408	NOL9	6581407	6614595	-1	protein_coding
ENSG00000162409	PRKAA2	57110995	57181008	1	protein_coding
ENSG00000162413	KLHL21	6650784	6674667	-1	protein_coding
ENSG00000162415	ZSWIM5	45482071	45771881	-1	protein_coding
ENSG00000162419	GMEB1	28995244	29045865	1	protein_coding
ENSG00000162426	SLC45A1	8377886	8404227	1	protein_coding
ENSG00000162430	SEPN1	26126667	26144713	1	protein_coding
ENSG00000162433	AK4	65613232	65697828	1	protein_coding
ENSG00000162434	JAK1	65298912	65432187	-1	protein_coding
ENSG00000162437	RAVER2	65210778	65298915	1	protein_coding
ENSG00000162438	CTRC	15764935	15775737	1	protein_coding
ENSG00000162441	LZIC	9982173	10003465	-1	protein_coding
ENSG00000162444	RBP7	10057264	10076078	1	protein_coding
ENSG00000162456	KNCN	47011316	47017199	-1	protein_coding
ENSG00000162458	FBLIM1	16083102	16113089	1	protein_coding
ENSG00000162460	TMEM82	16068917	16074477	1	protein_coding
ENSG00000162461	SLC25A34	16062900	16067891	1	protein_coding
ENSG00000162482	AKR7A3	19609052	19615744	-1	protein_coding
ENSG00000162490	DRAXIN	11751786	11785914	1	protein_coding
ENSG00000162493	PDPN	13909960	13944452	1	protein_coding
ENSG00000162494	LRRC38	13801445	13840543	-1	protein_coding
ENSG00000162496	DHRS3	12627939	12677737	-1	protein_coding
ENSG00000162510	MATN1	31184124	31196434	-1	protein_coding
ENSG00000162511	LAPTM5	31205316	31230667	-1	protein_coding
ENSG00000162512	SDC3	31342314	31381608	-1	protein_coding
ENSG00000162517	PEF1	32095463	32110497	-1	protein_coding
ENSG00000162520	SYNC	33145507	33169197	-1	protein_coding
ENSG00000162521	RBBP4	33116743	33151812	1	protein_coding
ENSG00000162522	KIAA1522	33207486	33240571	1	protein_coding
ENSG00000162526	TSSK3	32817122	32829913	1	protein_coding
ENSG00000162542	TMCO4	20008706	20126438	-1	protein_coding
ENSG00000162543	UBXN10	20512578	20522541	1	protein_coding
ENSG00000162545	CAMK2N1	20808884	20812713	-1	protein_coding
ENSG00000162551	ALPL	21835858	21904905	1	protein_coding
ENSG00000162552	WNT4	22443798	22470462	-1	protein_coding
ENSG00000162571	TTLL10	1109264	1133315	1	protein_coding
ENSG00000162572	SCNN1D	1215816	1227409	1	protein_coding
ENSG00000162576	MXRA8	1288069	1297157	-1	protein_coding
ENSG00000162585	C1orf86	2115903	2144159	-1	protein_coding
ENSG00000162591	MEGF6	3406484	3528059	-1	protein_coding
ENSG00000162592	CCDC27	3668962	3688209	1	protein_coding
ENSG00000162594	IL23R	67632083	67725662	1	protein_coding
ENSG00000162595	DIRAS3	68511645	68517314	-1	protein_coding
ENSG00000162598	C1orf87	60452941	60539442	-1	protein_coding
ENSG00000162599	NFIA	61330931	61928465	1	protein_coding
ENSG00000162600	OMA1	58881056	59012474	-1	protein_coding
ENSG00000162601	MYSM1	59120411	59165764	-1	protein_coding
ENSG00000162604	TM2D1	62146718	62191095	-1	protein_coding
ENSG00000162607	USP1	62901968	62917475	1	protein_coding
ENSG00000162613	FUBP1	78409740	78444794	-1	protein_coding
ENSG00000162614	NEXN	78354198	78409580	1	protein_coding
ENSG00000162616	DNAJB4	78444859	78483648	1	protein_coding
ENSG00000162618	ELTD1	79355449	79472403	-1	protein_coding
ENSG00000162620	LRRIQ3	74491699	74663871	-1	protein_coding
ENSG00000162621	LRRC53	74935562	74978298	-1	protein_coding
ENSG00000162623	TYW3	75198836	75232362	1	protein_coding
ENSG00000162624	LHX8	75594119	75627218	1	protein_coding
ENSG00000162627	SNX7	99127236	99226056	1	protein_coding
ENSG00000162630	B3GALT2	193148175	193155784	-1	protein_coding
ENSG00000162631	NTNG1	107682629	108026080	1	protein_coding
ENSG00000162636	FAM102B	109102711	109187522	1	protein_coding
ENSG00000162639	HENMT1	109190912	109204148	-1	protein_coding
ENSG00000162641	AKNAD1	109358520	109506106	-1	protein_coding
ENSG00000162642	C1orf52	85715639	85725355	-1	protein_coding
ENSG00000162643	WDR63	85464830	85598821	1	protein_coding
ENSG00000162645	GBP2	89571815	89616139	-1	protein_coding
ENSG00000162650	ATXN7L2	110026101	110035426	1	protein_coding
ENSG00000162654	GBP4	89646831	89664615	-1	protein_coding
ENSG00000162664	ZNF326	90460671	90501090	1	protein_coding
ENSG00000162669	HFM1	91726323	91870426	-1	protein_coding
ENSG00000162670	BRINP3	190066792	190446759	-1	protein_coding
ENSG00000162676	GFI1	92940319	92952433	-1	protein_coding
ENSG00000162687	KCNT2	196194909	196578355	-1	protein_coding
ENSG00000162688	AGL	100315640	100389579	1	protein_coding
ENSG00000162692	VCAM1	101185298	101204601	1	protein_coding
ENSG00000162694	EXTL2	101337943	101361554	-1	protein_coding
ENSG00000162695	SLC30A7	101361632	101447309	1	protein_coding
ENSG00000162699	DNAJA1P5	102358661	102359603	1	pseudogene
ENSG00000162702	ZNF281	200374068	200379184	-1	protein_coding
ENSG00000162704	ARPC5	183592401	183604892	-1	protein_coding
ENSG00000162706	CADM3	159141399	159173103	1	protein_coding
ENSG00000162711	NLRP3	247579458	247612410	1	protein_coding
ENSG00000162714	ZNF496	247460714	247495148	-1	protein_coding
ENSG00000162722	TRIM58	248020501	248041507	1	protein_coding
ENSG00000162723	SLAMF9	159921282	159924044	-1	protein_coding
ENSG00000162727	OR2M5	248308450	248309388	1	protein_coding
ENSG00000162728	KCNJ9	160051360	160060353	1	protein_coding
ENSG00000162729	IGSF8	160061130	160068733	-1	protein_coding
ENSG00000162733	DDR2	162601163	162757190	1	protein_coding
ENSG00000162734	PEA15	160175127	160185166	1	protein_coding
ENSG00000162735	PEX19	160246602	160256138	-1	protein_coding
ENSG00000162736	NCSTN	160313062	160328742	1	protein_coding
ENSG00000162738	VANGL2	160370376	160398468	1	protein_coding
ENSG00000162739	SLAMF6	160454820	160493052	-1	protein_coding
ENSG00000162745	OLFML2B	161952982	161993644	-1	protein_coding
ENSG00000162746	FCRLB	161691353	161697933	1	protein_coding
ENSG00000162747	FCGR3B	161592986	161601753	-1	protein_coding
ENSG00000162753	SLC9C2	173469603	173572233	-1	protein_coding
ENSG00000162755	KLHDC9	161068151	161070136	1	protein_coding
ENSG00000162757	C1orf74	209955661	209957904	-1	protein_coding
ENSG00000162761	LMX1A	165171104	165325952	-1	protein_coding
ENSG00000162763	LRRC52	165513244	165533198	1	protein_coding
ENSG00000162769	FLVCR1	213031597	213072705	1	protein_coding
ENSG00000162771	FAM71A	212797789	212800120	1	protein_coding
ENSG00000162772	ATF3	212738676	212794119	1	protein_coding
ENSG00000162775	RBM15	110881128	110889299	1	protein_coding
ENSG00000162777	DENND2D	111729796	111747157	-1	protein_coding
ENSG00000162779	AXDND1	179334855	179523870	1	protein_coding
ENSG00000162782	TDRD5	179560748	179660407	1	protein_coding
ENSG00000162783	IER5	181057638	181059977	1	protein_coding
ENSG00000162813	BPNT1	220230824	220263804	-1	protein_coding
ENSG00000162814	SPATA17	217804666	218045038	1	protein_coding
ENSG00000162817	C1orf115	220863187	220872499	1	protein_coding
ENSG00000162819	BROX	222885895	222908538	1	protein_coding
ENSG00000162825	NBPF8	144146808	144224481	1	protein_coding
ENSG00000162836	ACP6	147101453	147142618	-1	protein_coding
ENSG00000162843	WDR64	241815580	241965435	1	protein_coding
ENSG00000162849	KIF26B	245318287	245872733	1	protein_coding
ENSG00000162851	TFB2M	246703862	246729626	-1	protein_coding
ENSG00000162852	CNST	246729746	246831886	1	protein_coding
ENSG00000162873	KLHDC8A	205305220	205326218	-1	protein_coding
ENSG00000162877	PM20D1	205797150	205819260	-1	protein_coding
ENSG00000162885	B3GALNT2	235613238	235667781	-1	protein_coding
ENSG00000162888	C1orf147	206664449	206671061	-1	protein_coding
ENSG00000162889	MAPKAPK2	206858289	206907628	1	protein_coding
ENSG00000162891	IL20	207038699	207042568	1	protein_coding
ENSG00000162892	IL24	207070788	207077484	1	protein_coding
ENSG00000162894	FAIM3	207077731	207096592	-1	protein_coding
ENSG00000162896	PIGR	207101863	207119811	-1	protein_coding
ENSG00000162897	FCAMR	207131310	207143970	-1	protein_coding
ENSG00000162909	CAPN2	223889295	223963720	1	protein_coding
ENSG00000162910	MRPL55	228294380	228297013	-1	protein_coding
ENSG00000162913	C1orf145	228391207	228401365	-1	protein_coding
ENSG00000162923	WDR26	224572845	224624735	-1	protein_coding
ENSG00000162931	TRIM17	228595641	228604562	-1	protein_coding
ENSG00000162946	DISC1	231762561	232177018	1	protein_coding
ENSG00000163041	H3F3A	226249552	226259702	1	protein_coding
ENSG00000163050	ADCK3	227085237	227175246	1	protein_coding
ENSG00000163113	OTUD7B	149909705	149982625	-1	protein_coding
ENSG00000163125	RPRD2	150335567	150449042	1	protein_coding
ENSG00000163131	CTSS	150702672	150738433	-1	protein_coding
ENSG00000163141	BNIPL	151009046	151020076	1	protein_coding
ENSG00000163154	TNFAIP8L2	151129105	151132225	1	protein_coding
ENSG00000163155	LYSMD1	151132224	151138424	-1	protein_coding
ENSG00000163156	SCNM1	151129140	151142773	1	protein_coding
