cell	start	end	state
E041	67490200	67491000	4
E041	67491000	67501800	5
E041	67501800	67516000	4
E041	67516000	67517000	6
E041	67517000	67517200	2
E041	67517200	67518000	7
E041	67518000	67518600	2
E041	67518600	67520200	1
E041	67520200	67520600	2
E041	67520600	67532800	15
E041	67532800	67534200	9
E041	67534200	67579800	15
E041	67579800	67580400	9
E041	67580400	67584000	15
E041	67584000	67584800	7
E041	67584800	67599200	15
E041	67599200	67600200	14
E041	67600200	67600400	1
E041	67600400	67600800	2
E041	67600800	67601000	7
E041	67601000	67607200	15
E041	67607200	67607800	7
E041	67607800	67608200	5
E041	67608200	67612800	7
E041	67612800	67614400	5
E041	67614400	67615200	7
E041	67615200	67625200	15
E041	67625200	67625600	7
E041	67625600	67628200	5
E041	67628200	67628800	7
E041	67628800	67635000	5
E041	67635000	67636000	7
E041	67636000	67637800	2
E041	67637800	67639200	7
E041	67639200	67640400	5
E041	67640400	67640600	7
E041	67640600	67641000	5
E041	67641000	67642000	7
E041	67642000	67655600	15
E041	67655600	67656400	7
E041	67656400	67657400	5
E041	67657400	67661800	7
E041	67661800	67677200	15
E041	67677200	67678600	7
E041	67678600	67727600	15
E041	67727600	67728600	7
E041	67728600	67729800	5
E041	67729800	67731000	7
E041	67731000	67739400	15
E041	67739400	67740600	7
E041	67740600	67766926	15
E042	67362595	67389400	15
E042	67389400	67389600	7
E042	67389600	67390000	2
E042	67390000	67390200	1
E042	67390200	67391400	3
E042	67391400	67391800	2
E042	67391800	67392000	7
E042	67392000	67394200	5
E042	67394200	67394400	7
E042	67394400	67394800	5
E042	67394800	67395000	7
E042	67395000	67395600	2
E042	67395600	67396600	3
E042	67396600	67398800	1
E042	67398800	67399600	2
E042	67399600	67400200	1
E042	67400200	67400800	2
E042	67400800	67403600	7
E042	67403600	67404000	5
E042	67404000	67409400	7
E042	67409400	67410800	5
E042	67410800	67415400	4
E042	67415400	67418400	5
E042	67418400	67420800	4
E042	67420800	67424200	5
E042	67424200	67425600	4
E042	67425600	67426200	5
E042	67426200	67427400	6
E042	67427400	67432200	4
E042	67432200	67436400	5
E042	67436400	67444800	4
E042	67444800	67446000	5
E042	67446000	67447800	7
E042	67447800	67448400	5
E042	67448400	67449400	4
E042	67449400	67450000	5
E042	67450000	67450600	4
E042	67450600	67464600	5
E042	67464600	67465200	7
E042	67465200	67465800	5
E042	67465800	67466800	4
E042	67466800	67484200	5
E042	67484200	67486800	4
E042	67486800	67503200	5
E042	67503200	67514000	4
E042	67514000	67516800	5
E042	67516800	67517800	7
E042	67517800	67518000	5
E042	67518000	67518800	1
E042	67518800	67520000	3
E042	67520000	67520400	2
E042	67520400	67520800	7
E042	67520800	67533000	15
E042	67533000	67534000	9
E042	67534000	67538200	15
E042	67538200	67541400	14
E042	67541400	67600200	15
E042	67600200	67600400	7
E042	67600400	67600800	2
E042	67600800	67601800	14
E042	67601800	67608400	15
E042	67608400	67612800	7
E042	67612800	67614400	5
E042	67614400	67615400	7
E042	67615400	67624200	15
E042	67624200	67624400	7
E042	67624400	67625000	5
E042	67625000	67625600	7
E042	67625600	67628000	5
E042	67628000	67629800	7
E042	67629800	67630200	5
E042	67630200	67631400	7
E042	67631400	67631600	2
E042	67631600	67632200	1
E042	67632200	67632400	2
E042	67632400	67632600	1
E042	67632600	67632800	2
E042	67632800	67633400	3
E042	67633400	67635200	1
E042	67635200	67637800	2
E042	67637800	67638600	7
E042	67638600	67639000	2
E042	67639000	67641800	7
E042	67641800	67654000	15
E042	67654000	67655800	7
E042	67655800	67656000	2
E042	67656000	67663400	7
E042	67663400	67677000	5
E042	67677000	67679200	7
E042	67679200	67683400	5
E042	67683400	67683800	7
E042	67683800	67722800	15
E042	67722800	67723200	7
E042	67723200	67727600	5
E042	67727600	67728200	7
E042	67728200	67730200	5
E042	67730200	67731600	7
E042	67731600	67738400	5
E042	67738400	67738600	8
E042	67738600	67740600	5
E042	67740600	67740800	7
E042	67740800	67766926	15
E043	67362595	67381400	15
E043	67381400	67383600	5
E043	67383600	67384000	4
E043	67384000	67389000	5
E043	67389000	67389400	7
E043	67389400	67390200	2
E043	67390200	67391200	1
E043	67391200	67392000	2
E043	67392000	67392800	7
E043	67392800	67394400	5
E043	67394400	67395200	7
E043	67395200	67395400	2
E043	67395400	67396600	1
E043	67396600	67396800	2
E043	67396800	67397000	1
E043	67397000	67399000	2
E043	67399000	67399400	7
E043	67399400	67399800	2
E043	67399800	67400200	1
E043	67400200	67400600	2
E043	67400600	67407200	7
E043	67407200	67407600	6
E043	67407600	67408600	7
E043	67408600	67411200	5
E043	67411200	67421600	4
E043	67421600	67423000	5
E043	67423000	67426200	4
E043	67426200	67427600	6
E043	67427600	67446000	4
E043	67446000	67447000	6
E043	67447000	67447600	3
E043	67447600	67448600	6
E043	67448600	67455000	4
E043	67455000	67461600	5
E043	67461600	67462000	7
E043	67462000	67468600	5
E043	67468600	67477600	4
E043	67477600	67484200	5
E043	67484200	67488800	4
E043	67488800	67493800	5
E043	67493800	67495400	4
E043	67495400	67497000	5
E043	67497000	67497800	4
E043	67497800	67502200	5
E043	67502200	67516600	4
E043	67516600	67516800	6
E043	67516800	67517000	5
E043	67517000	67518200	7
E043	67518200	67519000	2
E043	67519000	67520200	1
E043	67520200	67520400	2
E043	67520400	67520600	7
E043	67520600	67533200	15
E043	67533200	67534600	9
E043	67534600	67579600	15
E043	67579600	67580200	9
E043	67580200	67600200	15
E043	67600200	67600400	7
E043	67600400	67601000	2
E043	67601000	67607400	5
E043	67607400	67607600	7
E043	67607600	67608400	5
E043	67608400	67610600	7
E043	67610600	67611600	5
E043	67611600	67612400	7
E043	67612400	67614400	5
E043	67614400	67615400	7
E043	67615400	67628400	15
E043	67628400	67628800	7
E043	67628800	67635200	15
E043	67635200	67636400	7
E043	67636400	67637200	2
E043	67637200	67639400	7
E043	67639400	67657200	15
E043	67657200	67657800	7
E043	67657800	67659400	5
E043	67659400	67661800	7
E043	67661800	67677600	15
E043	67677600	67678400	7
E043	67678400	67716200	15
E043	67716200	67716800	9
E043	67716800	67727600	15
E043	67727600	67728200	7
E043	67728200	67730400	5
E043	67730400	67731000	7
E043	67731000	67740400	15
E043	67740400	67741000	7
E043	67741000	67766926	15
E044	67362595	67373800	15
E044	67373800	67376000	14
E044	67376000	67389200	15
E044	67389200	67389600	7
E044	67389600	67390000	2
E044	67390000	67391200	1
E044	67391200	67392400	2
E044	67392400	67392800	7
E044	67392800	67395000	5
E044	67395000	67395600	2
E044	67395600	67396600	3
E044	67396600	67398000	1
E044	67398000	67399600	2
E044	67399600	67400200	1
E044	67400200	67400600	2
E044	67400600	67402200	7
E044	67402200	67403000	5
E044	67403000	67405600	7
E044	67405600	67408000	6
E044	67408000	67408400	7
E044	67408400	67410600	5
E044	67410600	67412400	4
E044	67412400	67413600	6
E044	67413600	67426200	4
E044	67426200	67426800	6
E044	67426800	67446000	4
E044	67446000	67446200	5
E044	67446200	67447000	7
E044	67447000	67447600	2
E044	67447600	67448400	6
E044	67448400	67453400	4
E044	67453400	67454400	5
E044	67454400	67455200	4
E044	67455200	67464600	5
E044	67464600	67465200	6
E044	67465200	67471200	4
E044	67471200	67476000	5
E044	67476000	67477800	4
E044	67477800	67483800	5
E044	67483800	67488200	4
E044	67488200	67491400	5
E044	67491400	67491800	4
E044	67491800	67493800	5
E044	67493800	67497200	4
E044	67497200	67498400	5
E044	67498400	67498600	4
E044	67498600	67502200	5
E044	67502200	67516200	4
E044	67516200	67516600	5
E044	67516600	67517800	7
E044	67517800	67518000	5
E044	67518000	67520200	1
E044	67520200	67520600	2
E044	67520600	67520800	7
E044	67520800	67532200	15
E044	67532200	67534400	9
E044	67534400	67538600	15
E044	67538600	67539400	9
E044	67539400	67558000	15
E044	67558000	67559800	14
E044	67559800	67560400	13
E044	67560400	67563400	14
E044	67563400	67579400	15
E044	67579400	67580000	9
E044	67580000	67600400	15
E044	67600400	67600800	1
E044	67600800	67608200	15
E044	67608200	67610000	7
E044	67610000	67614600	5
E044	67614600	67615200	7
E044	67615200	67628400	15
E044	67628400	67628800	7
E044	67628800	67635600	5
E044	67635600	67636400	7
E044	67636400	67637000	2
E044	67637000	67638400	7
E044	67638400	67655800	15
E044	67655800	67656600	7
E044	67656600	67658400	5
E044	67658400	67661400	7
E044	67661400	67714400	15
E044	67714400	67716600	9
E044	67716600	67727600	15
E044	67727600	67728600	7
E044	67728600	67730000	5
E044	67730000	67730800	7
E044	67730800	67731200	5
E044	67731200	67731600	7
E044	67731600	67766926	15
E045	67362595	67389400	15
E045	67389400	67389600	7
E045	67389600	67391400	1
E045	67391400	67392000	2
E045	67392000	67393200	7
E045	67393200	67394800	5
E045	67394800	67395200	7
E045	67395200	67395600	2
E045	67395600	67397600	1
E045	67397600	67397800	5
E045	67397800	67398800	7
E045	67398800	67399200	2
E045	67399200	67400400	1
E045	67400400	67401400	7
E045	67401400	67403000	5
E045	67403000	67404200	7
E045	67404200	67405800	5
E045	67405800	67406400	6
E045	67406400	67407600	4
E045	67407600	67407800	6
E045	67407800	67408400	7
E045	67408400	67410600	5
E045	67410600	67415200	4
E045	67415200	67416600	5
E045	67416600	67419600	4
E045	67419600	67422800	5
E045	67422800	67426000	4
E045	67426000	67426400	5
E045	67426400	67427400	7
E045	67427400	67427800	5
E045	67427800	67433000	4
E045	67433000	67436200	5
E045	67436200	67444600	4
E045	67444600	67446400	5
E045	67446400	67447000	7
E045	67447000	67447600	1
E045	67447600	67447800	3
E045	67447800	67448000	6
E045	67448000	67450600	4
E045	67450600	67452200	5
E045	67452200	67452800	4
E045	67452800	67454400	5
E045	67454400	67455600	4
E045	67455600	67484200	5
E045	67484200	67486600	4
E045	67486600	67501800	5
E045	67501800	67506600	4
E045	67506600	67509200	5
E045	67509200	67513400	4
E045	67513400	67516800	5
E045	67516800	67518400	7
E045	67518400	67518600	2
E045	67518600	67520400	1
E045	67520400	67520600	7
E045	67520600	67557000	15
E045	67557000	67564600	14
E045	67564600	67608600	15
E045	67608600	67609000	7
E045	67609000	67614800	5
E045	67614800	67615200	7
E045	67615200	67631200	15
E045	67631200	67631400	7
E045	67631400	67632800	15
E045	67632800	67633000	7
E045	67633000	67635800	14
E045	67635800	67636400	7
E045	67636400	67637000	2
E045	67637000	67638800	7
E045	67638800	67659800	15
E045	67659800	67660400	7
E045	67660400	67660800	5
E045	67660800	67661400	7
E045	67661400	67766926	15
E046	67362595	67385800	15
E046	67385800	67389400	5
E046	67389400	67389800	7
E046	67389800	67390400	2
E046	67390400	67391200	1
E046	67391200	67391600	2
E046	67391600	67392000	7
E046	67392000	67395000	5
E046	67395000	67395200	7
E046	67395200	67395600	2
E046	67395600	67397800	1
E046	67397800	67399800	5
E046	67399800	67400000	1
E046	67400000	67400200	2
E046	67400200	67400600	7
E046	67400600	67402000	5
E046	67402000	67402200	7
E046	67402200	67402600	5
E046	67402600	67403400	7
E046	67403400	67406400	5
E046	67406400	67455600	4
E046	67455600	67459600	5
E046	67459600	67460000	4
E046	67460000	67462400	5
E046	67462400	67465000	4
E046	67465000	67466400	5
E046	67466400	67470800	4
E046	67470800	67473000	5
E046	67473000	67476400	4
E046	67476400	67477200	5
E046	67477200	67478600	4
E046	67478600	67481000	5
E046	67481000	67490600	4
E046	67490600	67494400	5
E046	67494400	67497800	4
E046	67497800	67501000	5
E046	67501000	67517400	4
E046	67517400	67518400	5
E046	67518400	67518800	2
E046	67518800	67520000	1
E046	67520000	67520400	2
E046	67520400	67526800	15
E046	67526800	67533000	14
E046	67533000	67534400	9
E046	67534400	67536600	15
E046	67536600	67540200	14
E046	67540200	67600000	15
E046	67600000	67600200	14
E046	67600200	67600400	7
E046	67600400	67600600	11
E046	67600600	67600800	12
E046	67600800	67601200	13
E046	67601200	67604600	14
E046	67604600	67608400	15
E046	67608400	67608600	7
E046	67608600	67609200	5
E046	67609200	67609400	7
E046	67609400	67614400	5
E046	67614400	67615200	7
E046	67615200	67629200	15
E046	67629200	67629400	7
E046	67629400	67632000	5
E046	67632000	67632400	7
E046	67632400	67634600	1
E046	67634600	67636400	5
E046	67636400	67637800	7
E046	67637800	67659400	15
E046	67659400	67662800	7
E046	67662800	67678000	15
E046	67678000	67678600	7
E046	67678600	67680400	5
E046	67680400	67680800	7
E046	67680800	67691000	15
E046	67691000	67693200	7
E046	67693200	67693600	5
E046	67693600	67695200	7
E046	67695200	67727400	15
E046	67727400	67731600	7
E046	67731600	67737400	15
E046	67737400	67739000	9
E046	67739000	67739200	15
E046	67739200	67739600	7
E046	67739600	67740600	5
E046	67740600	67741200	7
E046	67741200	67766926	15
E047	67362595	67388800	15
E047	67388800	67389600	7
E047	67389600	67389800	2
E047	67389800	67391200	1
E047	67391200	67391800	2
E047	67391800	67393400	7
E047	67393400	67394600	5
E047	67394600	67395200	7
E047	67395200	67395400	2
E047	67395400	67397400	1
E047	67397400	67397600	2
E047	67397600	67399400	7
E047	67399400	67399800	2
E047	67399800	67400200	1
E047	67400200	67400600	2
E047	67400600	67401800	7
E047	67401800	67402800	5
E047	67402800	67406400	7
E047	67406400	67406600	2
E047	67406600	67407000	7
E047	67407000	67408000	5
E047	67408000	67408600	7
E047	67408600	67411800	5
E047	67411800	67412400	4
E047	67412400	67413200	5
E047	67413200	67415400	4
E047	67415400	67417800	5
E047	67417800	67418800	4
E047	67418800	67423000	5
E047	67423000	67425800	4
E047	67425800	67426400	5
E047	67426400	67427000	7
E047	67427000	67427600	6
E047	67427600	67429200	4
E047	67429200	67430600	5
E047	67430600	67434400	4
E047	67434400	67436000	5
E047	67436000	67437200	4
E047	67437200	67438400	5
E047	67438400	67438800	4
E047	67438800	67442200	5
E047	67442200	67443600	4
E047	67443600	67446000	5
E047	67446000	67446200	7
E047	67446200	67446600	5
E047	67446600	67447000	7
E047	67447000	67447200	2
E047	67447200	67447600	1
E047	67447600	67448000	7
E047	67448000	67450000	5
E047	67450000	67451200	4
E047	67451200	67461400	5
E047	67461400	67462200	7
E047	67462200	67468400	5
E047	67468400	67469200	4
E047	67469200	67484400	5
E047	67484400	67487200	4
E047	67487200	67504000	5
E047	67504000	67504400	4
E047	67504400	67506400	5
E047	67506400	67507400	4
E047	67507400	67509200	5
E047	67509200	67514000	4
E047	67514000	67516000	5
E047	67516000	67517400	7
E047	67517400	67517800	5
E047	67517800	67518400	7
E047	67518400	67518600	2
E047	67518600	67520200	1
E047	67520200	67520600	2
E047	67520600	67556400	15
E047	67556400	67574400	14
E047	67574400	67579600	15
E047	67579600	67580800	9
E047	67580800	67584200	15
E047	67584200	67584800	7
E047	67584800	67600200	15
E047	67600200	67600400	7
E047	67600400	67600800	2
E047	67600800	67601400	7
E047	67601400	67608400	15
E047	67608400	67610000	7
E047	67610000	67614600	5
E047	67614600	67615000	7
E047	67615000	67621000	15
E047	67621000	67625200	14
E047	67625200	67635400	15
E047	67635400	67636400	7
E047	67636400	67636600	2
E047	67636600	67636800	7
E047	67636800	67637000	2
E047	67637000	67637400	7
E047	67637400	67637800	2
E047	67637800	67639200	7
E047	67639200	67659400	15
E047	67659400	67661400	7
E047	67661400	67677600	15
E047	67677600	67678400	7
E047	67678400	67727200	15
E047	67727200	67728400	7
E047	67728400	67729600	5
E047	67729600	67731600	7
E047	67731600	67740000	15
E047	67740000	67741000	7
E047	67741000	67766926	15
E048	67362595	67389200	15
E048	67389200	67389600	7
E048	67389600	67389800	2
E048	67389800	67391400	1
E048	67391400	67392000	2
E048	67392000	67393000	7
E048	67393000	67394600	5
E048	67394600	67395000	7
E048	67395000	67395400	2
E048	67395400	67398000	1
E048	67398000	67398400	2
E048	67398400	67398800	7
E048	67398800	67399000	2
E048	67399000	67399600	7
E048	67399600	67400400	1
E048	67400400	67402000	7
E048	67402000	67402600	5
E048	67402600	67406000	7
E048	67406000	67406800	5
E048	67406800	67408400	7
E048	67408400	67411800	5
E048	67411800	67412800	6
E048	67412800	67415400	4
E048	67415400	67423600	5
E048	67423600	67423800	4
E048	67423800	67428000	5
E048	67428000	67429200	4
E048	67429200	67430600	5
E048	67430600	67431800	4
E048	67431800	67435400	5
E048	67435400	67437400	4
E048	67437400	67446400	5
E048	67446400	67448000	7
E048	67448000	67448400	5
E048	67448400	67450600	4
E048	67450600	67452200	5
E048	67452200	67453000	4
E048	67453000	67464600	5
E048	67464600	67465200	7
E048	67465200	67506400	5
E048	67506400	67506600	4
E048	67506600	67507800	5
E048	67507800	67508600	4
E048	67508600	67509400	5
E048	67509400	67509800	4
E048	67509800	67514200	5
E048	67514200	67514600	4
E048	67514600	67516600	5
E048	67516600	67518200	7
E048	67518200	67518600	2
E048	67518600	67520200	1
E048	67520200	67520400	2
E048	67520400	67520600	7
E048	67520600	67600400	15
E048	67600400	67601000	1
E048	67601000	67607000	14
E048	67607000	67607600	7
E048	67607600	67608600	5
E048	67608600	67610400	7
E048	67610400	67614400	5
E048	67614400	67615400	7
E048	67615400	67635400	15
E048	67635400	67636200	7
E048	67636200	67636600	2
E048	67636600	67637000	7
E048	67637000	67637200	2
E048	67637200	67637400	7
E048	67637400	67637600	2
E048	67637600	67639200	7
E048	67639200	67658200	15
E048	67658200	67660400	7
E048	67660400	67660800	5
E048	67660800	67661400	7
E048	67661400	67677600	15
E048	67677600	67679000	7
E048	67679000	67727400	15
E048	67727400	67728000	7
E048	67728000	67730000	5
E048	67730000	67730800	7
E048	67730800	67766926	15
E050	67362595	67385200	15
E050	67385200	67385800	9
E050	67385800	67386400	8
E050	67386400	67389200	5
E050	67389200	67389400	7
E050	67389400	67390200	2
E050	67390200	67391200	1
E050	67391200	67392000	2
E050	67392000	67393000	7
E050	67393000	67394600	5
E050	67394600	67395000	7
E050	67395000	67395800	2
E050	67395800	67396600	1
E050	67396600	67397800	2
E050	67397800	67398200	7
E050	67398200	67398400	2
E050	67398400	67399400	7
E050	67399400	67400400	2
E050	67400400	67404800	7
E050	67404800	67406400	5
E050	67406400	67409400	4
E050	67409400	67410600	5
E050	67410600	67419800	4
E050	67419800	67421000	5
E050	67421000	67422400	4
E050	67422400	67422600	5
E050	67422600	67434000	4
E050	67434000	67435200	5
E050	67435200	67445800	4
E050	67445800	67446400	5
E050	67446400	67447000	7
E050	67447000	67447200	2
E050	67447200	67447600	1
E050	67447600	67447800	6
E050	67447800	67456800	4
E050	67456800	67461400	5
E050	67461400	67462200	7
E050	67462200	67463800	5
E050	67463800	67465400	7
E050	67465400	67466400	6
E050	67466400	67467600	4
E050	67467600	67468400	6
E050	67468400	67470200	4
E050	67470200	67473400	5
E050	67473400	67480400	4
E050	67480400	67481400	8
E050	67481400	67483800	5
E050	67483800	67488400	4
E050	67488400	67490200	5
E050	67490200	67490800	4
E050	67490800	67494800	5
E050	67494800	67498200	4
E050	67498200	67499600	5
E050	67499600	67501600	9
E050	67501600	67503400	8
E050	67503400	67516600	4
E050	67516600	67517000	6
E050	67517000	67518000	7
E050	67518000	67519200	2
E050	67519200	67519800	1
E050	67519800	67520000	2
E050	67520000	67520200	1
E050	67520200	67520600	2
E050	67520600	67520800	7
E050	67520800	67532600	15
E050	67532600	67534400	9
E050	67534400	67538400	15
E050	67538400	67539400	9
E050	67539400	67554400	15
E050	67554400	67556400	9
E050	67556400	67579400	15
E050	67579400	67580400	9
E050	67580400	67600000	15
E050	67600000	67600200	7
E050	67600200	67601000	2
E050	67601000	67601200	7
E050	67601200	67601400	14
E050	67601400	67614800	15
E050	67614800	67615400	7
E050	67615400	67630600	14
E050	67630600	67636200	13
E050	67636200	67637800	12
E050	67637800	67642000	13
E050	67642000	67647800	14
E050	67647800	67648600	9
E050	67648600	67657400	14
E050	67657400	67657800	7
E050	67657800	67660000	14
E050	67660000	67660800	7
E050	67660800	67661200	14
E050	67661200	67665200	13
E050	67665200	67673600	14
E050	67673600	67716400	15
E050	67716400	67718600	9
E050	67718600	67727200	15
E050	67727200	67730400	7
E050	67730400	67731000	2
E050	67731000	67734200	7
E050	67734200	67738000	15
E050	67738000	67739600	9
E050	67739600	67766000	15
E050	67766000	67766800	7
E050	67766800	67766926	5
E051	67362595	67382600	15
E051	67382600	67384000	9
E051	67384000	67384600	5
E051	67384600	67385600	4
E051	67385600	67386400	8
E051	67386400	67388800	5
E051	67388800	67389200	7
E051	67389200	67390200	2
E051	67390200	67391200	1
E051	67391200	67392000	2
E051	67392000	67393000	7
E051	67393000	67394600	5
E051	67394600	67395000	7
E051	67395000	67395800	2
E051	67395800	67397000	1
E051	67397000	67400400	2
E051	67400400	67401400	7
E051	67401400	67404200	5
E051	67404200	67404800	7
E051	67404800	67406400	5
E051	67406400	67406600	6
E051	67406600	67408200	4
E051	67408200	67409800	5
E051	67409800	67410000	4
E051	67410000	67410800	5
E051	67410800	67426400	4
E051	67426400	67427400	6
E051	67427400	67446400	4
E051	67446400	67446600	6
E051	67446600	67447400	2
E051	67447400	67447600	1
E051	67447600	67447800	2
E051	67447800	67448000	3
E051	67448000	67455400	4
E051	67455400	67457800	5
E051	67457800	67460000	4
E051	67460000	67461200	5
E051	67461200	67461400	7
E051	67461400	67461800	2
E051	67461800	67462200	7
E051	67462200	67464000	5
E051	67464000	67465800	7
E051	67465800	67466200	5
E051	67466200	67467400	4
E051	67467400	67468600	6
E051	67468600	67471600	4
E051	67471600	67472600	5
E051	67472600	67475600	4
E051	67475600	67476000	8
E051	67476000	67480400	4
E051	67480400	67481400	8
E051	67481400	67488800	4
E051	67488800	67490200	5
E051	67490200	67497800	4
E051	67497800	67499600	5
E051	67499600	67500600	9
E051	67500600	67503400	8
E051	67503400	67516200	4
E051	67516200	67517000	5
E051	67517000	67517600	7
E051	67517600	67518800	2
E051	67518800	67519000	1
E051	67519000	67519200	2
E051	67519200	67520200	1
E051	67520200	67520600	2
E051	67520600	67520800	1
E051	67520800	67532000	15
E051	67532000	67535800	9
E051	67535800	67538600	15
E051	67538600	67540200	9
E051	67540200	67554200	15
E051	67554200	67556400	9
E051	67556400	67579200	15
E051	67579200	67580800	9
E051	67580800	67585600	15
E051	67585600	67587400	9
E051	67587400	67600000	15
E051	67600000	67600200	7
E051	67600200	67601000	2
E051	67601000	67601200	7
E051	67601200	67614400	15
E051	67614400	67615400	7
E051	67615400	67615800	14
E051	67615800	67619000	13
E051	67619000	67621800	14
E051	67621800	67623000	13
E051	67623000	67623200	12
E051	67623200	67623400	13
E051	67623400	67628400	14
E051	67628400	67636000	13
E051	67636000	67637600	12
E051	67637600	67642600	13
E051	67642600	67646600	14
E051	67646600	67649000	9
E051	67649000	67651200	14
E051	67651200	67652000	13
E051	67652000	67655600	14
E051	67655600	67659800	13
E051	67659800	67661000	12
E051	67661000	67665200	13
E051	67665200	67673400	14
E051	67673400	67713400	15
E051	67713400	67718600	9
E051	67718600	67722000	15
E051	67722000	67722400	7
E051	67722400	67727400	5
E051	67727400	67727800	2
E051	67727800	67729600	7
E051	67729600	67731600	2
E051	67731600	67734400	7
E051	67734400	67737400	15
E051	67737400	67739800	9
E051	67739800	67751200	15
E051	67751200	67753800	9
E051	67753800	67757000	15
E051	67757000	67761400	9
E051	67761400	67765800	15
E051	67765800	67766800	7
E051	67766800	67766926	5
E062	67362595	67385000	15
E062	67385000	67388800	5
E062	67388800	67389600	7
E062	67389600	67391800	2
E062	67391800	67393000	7
E062	67393000	67395000	5
E062	67395000	67395200	7
E062	67395200	67397600	2
E062	67397600	67399600	5
E062	67399600	67400000	1
E062	67400000	67400200	2
E062	67400200	67400800	7
E062	67400800	67403400	5
E062	67403400	67404400	7
E062	67404400	67407200	5
E062	67407200	67407800	4
E062	67407800	67409200	5
E062	67409200	67414600	4
E062	67414600	67416600	5
E062	67416600	67422000	4
E062	67422000	67425600	5
E062	67425600	67432000	4
E062	67432000	67434800	5
E062	67434800	67435600	4
E062	67435600	67440600	5
E062	67440600	67445800	4
E062	67445800	67446800	5
E062	67446800	67447000	7
E062	67447000	67447200	2
E062	67447200	67447600	1
E062	67447600	67448000	5
E062	67448000	67450800	4
E062	67450800	67452000	5
E062	67452000	67452200	4
E062	67452200	67455200	5
E062	67455200	67455600	4
E062	67455600	67467000	5
E062	67467000	67471200	4
E062	67471200	67481200	5
E062	67481200	67481400	8
E062	67481400	67484400	5
E062	67484400	67486800	4
E062	67486800	67503800	5
E062	67503800	67511000	4
E062	67511000	67512400	5
E062	67512400	67515000	4
E062	67515000	67518000	5
E062	67518000	67518400	7
E062	67518400	67518800	2
E062	67518800	67519000	1
E062	67519000	67519200	2
E062	67519200	67519400	1
E062	67519400	67520400	2
E062	67520400	67533000	15
E062	67533000	67534200	9
E062	67534200	67579200	15
E062	67579200	67581000	9
E062	67581000	67600200	15
E062	67600200	67600400	7
E062	67600400	67600800	2
E062	67600800	67608800	15
E062	67608800	67609600	7
E062	67609600	67614800	5
E062	67614800	67615200	7
E062	67615200	67636000	14
E062	67636000	67637600	7
E062	67637600	67715800	15
E062	67715800	67716600	9
E062	67716600	67730200	15
E062	67730200	67731000	7
E062	67731000	67757000	15
E062	67757000	67766926	14
E115	67362595	67382800	15
E115	67382800	67385400	9
E115	67385400	67386400	8
E115	67386400	67388600	5
E115	67388600	67388800	7
E115	67388800	67390000	2
E115	67390000	67391400	1
E115	67391400	67392400	2
E115	67392400	67392800	7
E115	67392800	67393000	2
E115	67393000	67395000	7
E115	67395000	67395800	2
E115	67395800	67397200	1
E115	67397200	67400400	2
E115	67400400	67401600	7
E115	67401600	67405400	5
E115	67405400	67406400	4
E115	67406400	67407000	6
E115	67407000	67445400	4
E115	67445400	67445600	5
E115	67445600	67446000	6
E115	67446000	67446800	7
E115	67446800	67447800	2
E115	67447800	67448000	6
E115	67448000	67455200	4
E115	67455200	67461800	5
E115	67461800	67464400	4
E115	67464400	67465600	6
E115	67465600	67466200	5
E115	67466200	67476000	4
E115	67476000	67477400	5
E115	67477400	67479600	4
E115	67479600	67483200	5
E115	67483200	67488200	4
E115	67488200	67494600	5
E115	67494600	67496600	4
E115	67496600	67501800	5
E115	67501800	67503000	4
E115	67503000	67503400	8
E115	67503400	67516600	4
E115	67516600	67517200	6
E115	67517200	67517800	7
E115	67517800	67518800	2
E115	67518800	67520000	1
E115	67520000	67520800	2
E115	67520800	67532000	14
E115	67532000	67533000	15
E115	67533000	67535200	9
E115	67535200	67539400	15
E115	67539400	67540400	9
E115	67540400	67555600	15
E115	67555600	67573800	14
E115	67573800	67608800	15
E115	67608800	67635600	14
E115	67635600	67637600	7
E115	67637600	67638200	12
E115	67638200	67643000	14
E115	67643000	67648400	15
E115	67648400	67649200	9
E115	67649200	67656600	14
E115	67656600	67657200	13
E115	67657200	67660200	14
E115	67660200	67660600	12
E115	67660600	67671200	14
E115	67671200	67688600	15
E115	67688600	67705600	14
E115	67705600	67714200	15
E115	67714200	67718200	9
E115	67718200	67730200	15
E115	67730200	67731600	7
E115	67731600	67766926	15
E116	67362595	67388200	15
E116	67388200	67389200	7
E116	67389200	67389800	2
E116	67389800	67392600	1
E116	67392600	67393000	2
E116	67393000	67393200	7
E116	67393200	67394000	5
E116	67394000	67394400	1
E116	67394400	67395000	7
E116	67395000	67395600	2
E116	67395600	67399200	1
E116	67399200	67399600	2
E116	67399600	67401600	1
E116	67401600	67402800	5
E116	67402800	67404800	7
E116	67404800	67406000	5
E116	67406000	67407800	4
E116	67407800	67409200	5
E116	67409200	67414800	4
E116	67414800	67416400	5
E116	67416400	67419200	4
E116	67419200	67419800	5
E116	67419800	67420000	6
E116	67420000	67420800	5
E116	67420800	67429400	4
E116	67429400	67430200	5
E116	67430200	67431200	4
E116	67431200	67432000	8
E116	67432000	67433600	5
E116	67433600	67442400	4
E116	67442400	67444400	5
E116	67444400	67446000	4
E116	67446000	67446800	5
E116	67446800	67448800	6
E116	67448800	67449800	4
E116	67449800	67451200	6
E116	67451200	67451400	5
E116	67451400	67455000	4
