GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
ENSG00000196184	1	159409512	159410600	2	1	17500	1.4046	0.080076
ENSG00000184155	1	159504793	159505842	1	1	17500	1.175	0.12
ENSG00000132703	1	159557615	159558655	1	1	17500	0.20189	0.42
ENSG00000158731	1	159568088	159569017	1	1	17500	-0.64335	0.74
ENSG00000223603	1	159674773	159675397	1	1	17500	1.3658	0.086
ENSG00000132693	1	159682079	159684379	2	1	17500	1.8266	0.033878
ENSG00000158716	1	159750722	159752333	1	1	17500	1.9774	0.024
ENSG00000181036	1	159770301	159786041	6	2	17500	-0.094871	0.53779
ENSG00000158714	1	159796540	159807039	5	2	17500	-0.41657	0.66151
ENSG00000188004	1	159804264	159825137	14	5	17500	-0.63679	0.73787
ENSG00000243284	1	159824106	159832447	3	2	17500	-0.67678	0.75073
ENSG00000213085	1	159842154	159869953	18	5	17500	-0.97525	0.83528
ENSG00000158710	1	159887897	159895522	4	1	17500	-1.3857	0.91708
ENSG00000085552	1	159896829	159915386	5	2	17500	0.1068	0.45748
ENSG00000162723	1	159921282	159924044	4	1	17500	0.7623	0.22294
ENSG00000224259	1	159931008	159948851	7	3	17500	2.1736	0.014867
ENSG00000143315	1	159997462	160001783	2	1	17500	-0.88787	0.8127
ENSG00000177807	1	160007257	160040038	11	3	17500	0.17738	0.42961
ENSG00000162728	1	160051360	160060353	3	1	17500	0.50815	0.30567
ENSG00000162729	1	160061130	160068733	3	1	17500	1.5396	0.061827
ENSG00000018625	1	160085549	160113381	13	4	17500	0.12781	0.44915
ENSG00000132681	1	160121360	160156767	28	9	17500	-0.19808	0.57851
ENSG00000143318	1	160160285	160171676	3	1	17500	0.97472	0.16485
ENSG00000162734	1	160175127	160185166	1	1	17500	1.5063	0.066
ENSG00000132716	1	160185505	160254920	10	1	17500	1.4052	0.079988
ENSG00000258465	1	160187254	160254920	10	1	17500	1.4052	0.079988
ENSG00000162735	1	160246602	160256138	2	1	17500	1.6189	0.052732
ENSG00000122218	1	160259063	160313190	12	2	17500	1.583	0.056716
ENSG00000162736	1	160313062	160328742	8	3	17500	0.70296	0.24104
ENSG00000171786	1	160336857	160342638	2	1	17500	1.0967	0.13639
ENSG00000162738	1	160370376	160398468	15	4	17500	2.6721	0.0037694
ENSG00000162739	1	160454820	160493052	8	3	17500	0.69888	0.24231
ENSG00000066294	1	160510885	160549306	16	3	17500	-0.16076	0.56386
ENSG00000117090	1	160577890	160617085	18	4	17500	-0.39426	0.65331
ENSG00000117091	1	160648536	160681641	6	3	17500	2.3344	0.0097872
ENSG00000026751	1	160709037	160724611	8	2	17500	-1.3428	0.91032
ENSG00000122224	1	160765864	160798051	12	3	17500	3.0422	0.0011743
ENSG00000122223	1	160799950	160832692	16	3	17500	4.1471	1.6835e-05
ENSG00000179914	1	160846329	160854960	6	1	17500	4.0059	3.0893e-05
ENSG00000158764	1	160914815	160924589	6	2	17500	2.3404	0.0096317
ENSG00000158769	1	160965001	160991138	11	2	17500	-0.88637	0.81229
ENSG00000158773	1	161009041	161015767	6	2	17500	0.65431	0.25645
ENSG00000186517	1	161016736	161039760	6	2	17500	1.7392	0.041003
ENSG00000143217	1	161040785	161059389	9	3	17500	2.3178	0.01023
ENSG00000162755	1	161068151	161070136	2	1	17500	0.95508	0.16977
ENSG00000143256	1	161070346	161087901	5	1	17500	1.6037	0.054392
ENSG00000158793	1	161087876	161095235	2	1	17500	2.6357	0.0041977
ENSG00000158796	1	161090764	161102478	2	1	17500	2.6357	0.0041977
ENSG00000143222	1	161122566	161128646	2	1	17500	1.4084	0.0795
ENSG00000143258	1	161129240	161135513	1	1	17500	0.84162	0.2
ENSG00000143224	1	161136200	161147803	5	2	17500	2.8777	0.0020028
ENSG00000158850	1	161141100	161147287	2	1	17500	2.4552	0.0070398
ENSG00000158859	1	161154098	161168846	6	2	17500	-0.24573	0.59706
ENSG00000158864	1	161166894	161184185	9	3	17500	1.5396	0.061835
ENSG00000158869	1	161185024	161190489	6	3	17500	1.438	0.07522
ENSG00000158874	1	161192082	161193421	2	1	17500	2.3761	0.0087475
ENSG00000158882	1	161195793	161200408	2	1	17500	1.248	0.10602
ENSG00000143257	1	161199456	161208092	4	2	17500	1.2741	0.10131
ENSG00000248485	1	161228517	161255240	14	5	17500	0.86754	0.19282
ENSG00000158887	1	161274525	161279762	1	1	17500	1.8957	0.029
ENSG00000143252	1	161284047	161332984	7	2	17500	1.0858	0.13879
ENSG00000188931	1	161334521	161337664	2	1	17500	-0.068038	0.52712
ENSG00000143226	1	161475220	161493803	5	2	17500	3.3166	0.00045562
ENSG00000203747	1	161511549	161600917	2	1	17500	-0.69943	0.75786
ENSG00000072694	1	161551101	161648444	1	1	17500	-0.55338	0.71
ENSG00000132185	1	161676762	161684142	13	3	17500	0.59201	0.27692
ENSG00000162746	1	161691353	161697933	11	5	17500	-0.39675	0.65422
ENSG00000081721	1	161719548	161727028	2	1	17500	0.17255	0.4315
ENSG00000118217	1	161736084	161933860	69	8	17500	0.75038	0.22651
ENSG00000162745	1	161952982	161993644	18	4	17500	0.45879	0.32319
ENSG00000198929	1	162039564	162353321	199	35	17500	0.46038	0.32262
ENSG00000239887	1	162336698	162356600	18	6	17500	-1.1965	0.88426
ENSG00000198574	1	162365056	162381928	10	3	17500	-1.1375	0.87233
ENSG00000152332	1	162467041	162499419	10	1	17500	-0.95549	0.83033
ENSG00000117143	1	162531323	162569627	7	2	17500	0.44478	0.32824
ENSG00000162733	1	162601163	162757190	65	11	17500	0.52447	0.29997
ENSG00000132196	1	162760492	162782607	3	2	17500	0.18079	0.42826
ENSG00000185860	1	162794248	162838605	31	9	17500	-0.21512	0.58516
ENSG00000117152	1	163038565	163046592	3	2	17500	-0.62022	0.73244
ENSG00000143248	1	163080911	163291577	123	26	17500	-0.85638	0.80411
ENSG00000143228	1	163236366	163325554	53	10	17500	-0.94081	0.8266
ENSG00000185630	1	164524821	164868533	163	42	17500	0.66223	0.25391
ENSG00000162761	1	165171104	165325952	89	20	17500	-0.20029	0.57937
ENSG00000143171	1	165370159	165414433	34	9	17500	1.7695	0.038407
ENSG00000162763	1	165513244	165533198	15	5	17500	-0.094108	0.53749
ENSG00000143198	1	165600098	165631033	19	5	17500	-0.78145	0.78273
ENSG00000143149	1	165631453	165668100	12	3	17500	0.97745	0.16417
ENSG00000143183	1	165696032	165796992	15	5	17500	0.7996	0.21197
ENSG00000143179	1	165796768	165880855	36	9	17500	0.70895	0.23918
ENSG00000188859	1	166026674	166136206	45	7	17500	1.2791	0.10044
ENSG00000230231	1	166443982	166450802	7	3	17500	1.4886	0.0683
ENSG00000238087	1	166535415	166549942	12	3	17500	1.8797	0.030077
ENSG00000215834	1	166572912	166600637	20	4	17500	2.3046	0.010594
ENSG00000234984	1	166635122	166651433	9	4	17500	0.70839	0.23935
ENSG00000232341	1	166716616	166717897	1	1	17500	2.4893	0.0064
ENSG00000232148	1	166732571	166762004	8	3	17500	0.32007	0.37446
ENSG00000232223	1	166765503	166766420	3	1	17500	1.3312	0.091569
ENSG00000143157	1	166808681	166825581	4	2	17500	1.5289	0.063149
ENSG00000152382	1	166825747	166845564	13	3	17500	1.5715	0.058028
ENSG00000225171	1	166837985	166838446	1	1	17500	-0.20189	0.58
ENSG00000143195	1	166882443	166944719	15	3	17500	0.46251	0.32186
ENSG00000143194	1	166958346	166991451	13	5	17500	-0.2718	0.60711
ENSG00000143167	1	167022073	167059868	30	7	17500	-0.45697	0.67615
ENSG00000198842	1	167063282	167098402	19	4	17500	0.111	0.45581
ENSG00000143190	1	167190066	167396582	49	6	17500	1.4727	0.070412
ENSG00000198821	1	167399877	167487847	37	11	17500	1.8912	0.0293
ENSG00000227776	1	167488773	167489823	3	1	17500	-0.9529	0.82968
ENSG00000143162	1	167498914	167523004	23	7	17500	0.20058	0.42051
ENSG00000198771	1	167599330	167675486	33	11	17500	0.061266	0.47557
ENSG00000197965	1	167690429	167761156	42	11	17500	0.47053	0.31899
ENSG00000143199	1	167778625	167883453	47	14	17500	0.67972	0.24834
ENSG00000143158	1	167885967	167906278	5	2	17500	0.36506	0.35753
ENSG00000143164	1	167905021	168045081	19	4	17500	0.29026	0.38581
ENSG00000143147	1	168053997	168106821	19	4	17500	0.62146	0.26715
ENSG00000143155	1	168148171	168169950	11	2	17500	-1.1967	0.88429
ENSG00000213064	1	168195176	168222263	8	1	17500	0.60918	0.2712
ENSG00000214262	1	168214803	168216581	2	1	17500	0.67402	0.25015
ENSG00000143178	1	168250278	168283664	18	5	17500	1.75	0.04006
ENSG00000143184	1	168545711	168551315	3	1	17500	0.11693	0.45346
ENSG00000143196	1	168664697	168698502	32	8	17500	0.83351	0.20228
ENSG00000225826	1	168756177	168762124	3	1	17500	2.2407	0.012522
ENSG00000229612	1	168867374	168867677	1	1	17500	-4.2649	0.99999
ENSG00000203601	1	168873143	169056243	90	25	17500	2.1724	0.014913
ENSG00000143153	1	169074935	169101960	23	6	17500	0.62001	0.26762
ENSG00000143156	1	169101769	169337205	81	9	17500	-0.5676	0.71485
ENSG00000117475	1	169337208	169365778	12	3	17500	-1.7334	0.95848
ENSG00000117477	1	169364108	169429907	25	6	17500	-0.94285	0.82712
ENSG00000117479	1	169433147	169455241	7	3	17500	-0.12329	0.54906
ENSG00000198734	1	169483404	169555826	66	13	17500	0.24116	0.40471
ENSG00000174175	1	169558087	169599431	39	12	17500	1.155	0.12404
ENSG00000000460	1	169631245	169823221	110	16	17500	0.46537	0.32083
ENSG00000188404	1	169659808	169680839	27	7	17500	0.58206	0.28026
ENSG00000007908	1	169691781	169733846	31	6	17500	0.37652	0.35327
ENSG00000171806	1	169761670	169764107	1	1	17500	0.91537	0.18
ENSG00000000457	1	169818772	169863408	31	6	17500	0.42058	0.33703
ENSG00000075945	1	169890467	170054349	55	9	17500	0.38905	0.34862
ENSG00000224896	1	170084777	170085717	1	1	17500	0.20189	0.42
ENSG00000203740	1	170115142	170136931	8	3	17500	0.14664	0.44171
ENSG00000238051	1	170180151	170180598	1	1	17500	-0.61281	0.73
ENSG00000224286	1	170240744	170253349	1	1	17500	0.22754	0.41
ENSG00000120370	1	170501270	170522587	6	2	17500	-0.27314	0.60763
ENSG00000116132	1	170631869	170708560	16	6	17500	0.28269	0.38871
ENSG00000117501	1	170904612	171033906	36	7	17500	1.0946	0.13685
ENSG00000007933	1	171060018	171086959	23	5	17500	-0.58395	0.72037
ENSG00000117507	1	171106879	171130707	25	3	17500	-0.64692	0.74116
ENSG00000094963	1	171154347	171181822	36	7	17500	-0.67416	0.7499
ENSG00000010932	1	171217638	171255117	30	5	17500	-0.034971	0.51395
ENSG00000076258	1	171283347	171311223	14	4	17500	0.72745	0.23347
ENSG00000234333	1	171413838	171414102	1	1	17500	-0.67449	0.75
ENSG00000117523	1	171454651	171562650	37	6	17500	-0.72923	0.76707
ENSG00000034971	1	171604557	171621823	15	3	17500	-1.4468	0.92602
ENSG00000230364	1	171652268	171653578	3	1	17500	-0.58518	0.72079
ENSG00000117533	1	171669300	171711387	12	3	17500	-0.73223	0.76799
ENSG00000010165	1	171750788	171783163	27	4	17500	-1.5473	0.93911
ENSG00000197959	1	171810621	172387606	183	35	17500	-0.40014	0.65547
ENSG00000233540	1	171833327	171833827	1	1	17500	-0.27932	0.61
ENSG00000135845	1	172339329	172413230	34	8	17500	-1.6297	0.94842
ENSG00000180999	1	172389828	172437971	28	5	17500	-0.30834	0.62109
ENSG00000094975	1	172501489	172580971	20	4	17500	-0.09055	0.53607
ENSG00000117560	1	172628154	172636014	2	1	17500	1.2743	0.10127
ENSG00000120337	1	173009100	173020103	5	2	17500	1.4258	0.07697
ENSG00000117586	1	173152873	173176452	9	3	17500	2.7626	0.0028674
ENSG00000117592	1	173446405	173457946	2	1	17500	-0.23022	0.59104
ENSG00000162753	1	173469603	173572233	25	4	17500	-0.11813	0.54702
ENSG00000183831	1	173578700	173639001	6	3	17500	1.0207	0.15371
ENSG00000076321	1	173684080	173755840	5	1	17500	0.0409	0.48369
ENSG00000120334	1	173768688	173793858	2	1	17500	0.51942	0.30173
ENSG00000117593	1	173793641	173827684	6	2	17500	-1.1151	0.86759
ENSG00000234741	1	173833038	173838020	1	1	17500	-0.17637	0.57
ENSG00000185278	1	173837220	173872687	15	4	17500	-0.78108	0.78262
ENSG00000117601	1	173872947	173886516	9	3	17500	-0.080551	0.5321
ENSG00000135870	1	173900352	173991435	12	3	17500	-0.74525	0.77194
ENSG00000152061	1	174128548	174964445	171	7	17500	0.051991	0.47927
ENSG00000203737	1	174417212	174418683	1	1	17500	1.5982	0.055
ENSG00000116161	1	174968300	174980851	5	2	17500	0.69172	0.24456
ENSG00000120333	1	174979925	174992561	7	3	17500	0.34428	0.36532
ENSG00000120332	1	175036994	175117202	44	9	17500	0.66004	0.25461
ENSG00000235750	1	175126123	175162135	24	5	17500	-0.036859	0.5147
ENSG00000116147	1	175284330	175712906	198	48	17500	-0.353	0.63796
ENSG00000235628	1	175507911	175525954	6	1	17500	-0.47783	0.68361
ENSG00000143207	1	175913967	176176629	55	9	17500	0.10393	0.45861
ENSG00000116183	1	176432307	176814735	141	19	17500	-0.96682	0.83318
ENSG00000152092	1	176826438	177134109	128	23	17500	1.8692	0.030797
ENSG00000198797	1	177140633	177251558	36	7	17500	-0.88632	0.81228
ENSG00000120341	1	177893091	177953438	54	14	17500	0.51788	0.30227
ENSG00000224687	1	178060643	178063119	1	1	17500	1.5301	0.063
ENSG00000075391	1	178062864	178448644	66	6	17500	1.1701	0.12097
ENSG00000240021	1	178482212	178517734	21	4	17500	0.69102	0.24478
ENSG00000213057	1	178511887	178518024	8	2	17500	0.27963	0.38988
ENSG00000116191	1	178694300	178889238	42	6	17500	1.3231	0.092903
ENSG00000228196	1	178715818	178716889	1	1	17500	2.1973	0.014
ENSG00000116194	1	178818840	178840187	4	2	17500	1.2161	0.11198
ENSG00000116199	1	178994939	179045697	26	7	17500	0.62173	0.26706
ENSG00000186283	1	179050512	179067158	9	3	17500	0.54692	0.29222
ENSG00000143322	1	179068462	179198819	38	5	17500	0.60271	0.27335
ENSG00000057252	1	179262925	179327815	36	8	17500	0.18409	0.42697
ENSG00000162779	1	179334855	179523870	90	13	17500	0.66088	0.25434
ENSG00000224620	1	179416713	179417575	3	1	17500	1.4788	0.069591
ENSG00000236539	1	179416737	179426450	5	2	17500	1.2435	0.10684
ENSG00000116218	1	179519674	179545087	18	5	17500	-0.35382	0.63826
ENSG00000162782	1	179560748	179660407	40	5	17500	0.50991	0.30506
ENSG00000143340	1	179712298	179785333	47	12	17500	1.3504	0.088443
ENSG00000169905	1	179809102	179846938	14	4	17500	1.5283	0.06322
ENSG00000143337	1	179851177	179894135	13	2	17500	1.4419	0.07466
ENSG00000135837	1	179923873	180084015	45	6	17500	3.2509	0.0005753
ENSG00000116260	1	180123969	180173165	45	8	17500	2.2231	0.013106
ENSG00000121454	1	180199421	180249380	33	11	17500	0.88717	0.18749
ENSG00000135847	1	180244515	180472089	48	7	17500	0.48044	0.31546
ENSG00000236719	1	180528112	180535654	4	2	17500	-1.0868	0.86144
ENSG00000143324	1	180601140	180859387	50	6	17500	-0.82053	0.79404
ENSG00000135835	1	180882290	180920750	20	6	17500	-0.33553	0.63139
ENSG00000135823	1	180941861	180992047	14	2	17500	-0.07892	0.53145
ENSG00000153029	1	181003067	181031074	14	4	17500	0.13904	0.44471
ENSG00000198216	1	181382238	181777219	186	40	17500	2.0337	0.020992
ENSG00000222397	1	181808608	181808909	1	1	17500	-0.8779	0.81
ENSG00000179930	1	182023705	182030847	2	1	17500	0.54831	0.29174
ENSG00000228918	1	182098445	182283196	93	16	17500	-1.9116	0.97204
ENSG00000135821	1	182350839	182361341	7	2	17500	0.051194	0.47959
ENSG00000203730	1	182367252	182369751	5	1	17500	-0.43501	0.66822
ENSG00000203729	1	182376756	182383950	4	2	17500	-0.98961	0.83882
ENSG00000121446	1	182419256	182529734	41	8	17500	1.6395	0.050557
ENSG00000135828	1	182542769	182558391	8	3	17500	2.3839	0.0085649
ENSG00000143333	1	182567758	182573543	1	1	17500	-0.33185	0.63
ENSG00000135824	1	182615239	182653711	6	1	17500	0.75691	0.22455
ENSG00000135838	1	182758428	182799519	8	2	17500	1.7256	0.042212
ENSG00000135829	1	182808504	182856886	9	2	17500	1.8713	0.030649
ENSG00000157060	1	182869000	182922660	4	2	17500	1.5704	0.058163
ENSG00000176855	1	182928209	182929540	1	1	17500	-1.175	0.88
ENSG00000135862	1	182992595	183114727	56	4	17500	0.3403	0.36681
ENSG00000058085	1	183155373	183214035	45	6	17500	-1.0087	0.84345
ENSG00000157064	1	183217372	183387737	57	8	17500	-1.7634	0.96109
ENSG00000232860	1	183430009	183440881	1	1	17500	-0.49585	0.69
ENSG00000116698	1	183441351	183567381	41	9	17500	-0.65883	0.745
ENSG00000116701	1	183524698	183560011	13	4	17500	-0.49857	0.69096
ENSG00000162704	1	183592401	183604892	5	2	17500	0.46281	0.32175
ENSG00000143344	1	183605220	183897665	106	22	17500	-0.083013	0.53308
ENSG00000173627	1	183615541	183622451	2	1	17500	0.64313	0.26007
ENSG00000198756	1	183898796	184006863	64	17	17500	0.30523	0.3801
ENSG00000198860	1	184020811	184043346	9	3	17500	0.232	0.40827
ENSG00000244568	1	184304792	184305081	1	1	17500	-2.0537	0.98
ENSG00000116667	1	184356192	184598154	70	12	17500	0.75758	0.22435
ENSG00000116406	1	184659365	184724047	17	3	17500	-1.1027	0.86493
ENSG00000135842	1	184759858	184943682	76	9	17500	1.1462	0.12586
ENSG00000121481	1	185014496	185071740	11	3	17500	1.1349	0.12822
ENSG00000121486	1	185087220	185126204	8	2	17500	0.77948	0.21785
ENSG00000116668	1	185126212	185260897	32	3	17500	0.93502	0.17489
ENSG00000116679	1	185265520	185286461	5	2	17500	1.4927	0.06776
ENSG00000261024	1	185290289	185304171	2	1	17500	1.3882	0.082538
ENSG00000228309	1	185527504	185597659	25	3	17500	-0.27179	0.60711
ENSG00000261729	1	185624134	185626300	1	1	17500	0.77219	0.22
ENSG00000143341	1	185703683	186160085	92	12	17500	2.0769	0.018907
ENSG00000116690	1	186265405	186283694	7	2	17500	1.1256	0.13018
ENSG00000047410	1	186280784	186344825	20	4	17500	1.3625	0.086522
ENSG00000157181	1	186344890	186390510	14	5	17500	0.72742	0.23349
ENSG00000116703	1	186412698	186430254	3	1	17500	0.87371	0.19114
ENSG00000073756	1	186640923	186649559	4	2	17500	0.54023	0.29452
ENSG00000116711	1	186798085	186958113	54	14	17500	4.2073	1.2921e-05
ENSG00000236030	1	187061974	187329455	89	18	17500	-0.86325	0.806
ENSG00000231599	1	187412738	187446354	23	6	17500	-0.52448	0.70003
ENSG00000225462	1	187532193	187533263	1	1	17500	0.20189	0.42
ENSG00000230426	1	187610358	187612992	1	1	17500	1.5805	0.057
ENSG00000226486	1	188874819	189006393	17	1	17500	1.7018	0.044397
ENSG00000162670	1	190066792	190446759	100	16	17500	1.2819	0.099941
ENSG00000150681	1	192127587	192154945	6	2	17500	-1.1249	0.86968
ENSG00000253148	1	192286122	192336415	14	3	17500	-1.1233	0.86935
ENSG00000090104	1	192544857	192549161	4	2	17500	-1.3095	0.90481
ENSG00000127074	1	192605275	192629390	11	4	17500	1.276	0.10098
ENSG00000234871	1	192906430	192917387	3	1	17500	-0.38384	0.64945
ENSG00000116750	1	192981380	193029237	6	2	17500	-0.50963	0.69485
ENSG00000116747	1	193028552	193060907	6	2	17500	-0.92529	0.82259
ENSG00000023572	1	193065598	193075244	1	1	17500	-1.3408	0.91
ENSG00000134371	1	193091147	193223031	31	4	17500	-0.33685	0.63189
ENSG00000162630	1	193148175	193155784	3	2	17500	-0.066676	0.52658
ENSG00000232077	1	193273875	193335083	14	2	17500	-0.47089	0.68114
ENSG00000162687	1	196194909	196578355	61	9	17500	2.2013	0.013858
ENSG00000000971	1	196621008	196716634	29	4	17500	-0.76275	0.77719
ENSG00000080910	1	196788898	196928356	8	3	17500	-0.40839	0.65851
ENSG00000134365	1	196819371	196888102	5	3	17500	-0.9647	0.83265
ENSG00000134389	1	196946667	196978804	8	2	17500	0.38672	0.34948
ENSG00000143278	1	197008321	197036397	11	3	17500	0.2989	0.38251
ENSG00000066279	1	197053258	197115824	18	3	17500	0.33899	0.36731
ENSG00000177888	1	197122810	197169672	13	3	17500	0.044182	0.48238
ENSG00000134376	1	197170592	197447585	59	11	17500	3.9441	4.0056e-05
ENSG00000213047	1	197473878	197744826	70	6	17500	4.1198	1.8964e-05
ENSG00000213046	1	197657890	197659757	2	1	17500	3.1299	0.00087433
ENSG00000143355	1	197881037	197904608	8	2	17500	0.76567	0.22194
ENSG00000151414	1	198126093	198291550	46	7	17500	-0.35334	0.63808
ENSG00000151418	1	198492352	198510075	4	1	17500	-0.29756	0.61698
ENSG00000081237	1	198607801	198726545	33	8	17500	2.5823	0.0049074
ENSG00000229989	1	198776622	198906558	30	7	17500	0.75678	0.22459
ENSG00000116833	1	199996730	200146552	87	21	17500	1.3862	0.082845
ENSG00000203721	1	200311672	200343482	15	2	17500	2.4199	0.0077623
ENSG00000162702	1	200374068	200379184	1	1	17500	1.2265	0.11
ENSG00000118193	1	200520628	200589862	18	4	17500	-0.17324	0.56877
ENSG00000118197	1	200593024	200639097	21	6	17500	0.79687	0.21276
ENSG00000118200	1	200708686	200829832	36	7	17500	3.198	0.00069189
ENSG00000163362	1	200860176	200884863	7	3	17500	4.4536	4.223e-06
ENSG00000233217	1	200890122	200935658	16	4	17500	3.9466	3.964e-05
ENSG00000116852	1	200938520	200992828	15	3	17500	4.4389	4.522e-06
ENSG00000081248	1	201008642	201081694	54	16	17500	2.9874	0.0014066
ENSG00000232237	1	201083081	201096312	11	3	17500	-0.2752	0.60842
ENSG00000116857	1	201103900	201140702	34	9	17500	0.60292	0.27328
ENSG00000163395	1	201159953	201198080	35	9	17500	-0.59387	0.7237
ENSG00000081277	1	201252580	201302121	42	7	17500	-0.43612	0.66862
ENSG00000118194	1	201328136	201346890	25	5	17500	-0.29927	0.61763
ENSG00000159166	1	201342372	201368736	15	5	17500	-0.22992	0.59092
ENSG00000159173	1	201373625	201398994	10	3	17500	-1.3126	0.90535
ENSG00000159176	1	201452658	201478584	23	4	17500	2.1092	0.017462
ENSG00000223396	1	201487831	201499602	5	2	17500	0.062454	0.4751
ENSG00000134369	1	201592411	201796102	69	16	17500	-0.076791	0.53061
ENSG00000231871	1	201657387	201798687	46	11	17500	0.20006	0.42072
ENSG00000198700	1	201798269	201853422	16	4	17500	-1.2364	0.89184
ENSG00000198892	1	201857808	201861434	1	1	17500	-0.99446	0.84
ENSG00000163431	1	201865580	201915715	21	6	17500	-1.126	0.86993
ENSG00000134375	1	201924619	201939789	2	1	17500	0.32586	0.37227
ENSG00000176393	1	201951500	201975275	15	5	17500	0.51876	0.30196
ENSG00000163435	1	201977073	201986316	4	2	17500	0.25536	0.39922
ENSG00000170075	1	202091986	202102720	15	5	17500	-0.54169	0.70598
ENSG00000143862	1	202102532	202113869	2	1	17500	-0.29768	0.61703
ENSG00000143851	1	202116141	202130716	2	1	17500	-0.2145	0.58492
ENSG00000243323	1	202137179	202158583	7	2	17500	-1.9269	0.973
ENSG00000133067	1	202163029	202288909	58	8	17500	-0.013599	0.50542
ENSG00000077152	1	202300785	202311108	1	1	17500	-0.33185	0.63
ENSG00000077157	1	202317827	202561834	35	3	17500	-0.39002	0.65174
ENSG00000143858	1	202559724	202679545	44	8	17500	-0.11224	0.54468
ENSG00000117139	1	202696526	202778598	26	4	17500	2.2814	0.011263
ENSG00000226148	1	202765158	202766222	1	1	17500	1.7866	0.037
ENSG00000228288	1	202780082	202781284	2	1	17500	1.6107	0.053624
ENSG00000183155	1	202848085	202858263	4	2	17500	0.74495	0.22815
ENSG00000117153	1	202860228	202897764	14	2	17500	-0.5442	0.70685
ENSG00000159346	1	202909951	202927700	8	3	17500	-0.29956	0.61774
ENSG00000159348	1	202930997	202936408	7	2	17500	-0.081387	0.53243
ENSG00000163444	1	202976514	202993976	7	2	17500	0.44708	0.32741
ENSG00000143847	1	202995626	203047868	28	7	17500	-0.32933	0.62905
ENSG00000163485	1	203059782	203136533	36	8	17500	0.042643	0.48299
ENSG00000133055	1	203136939	203144941	6	2	17500	-0.15751	0.56258
ENSG00000133048	1	203148059	203155877	5	2	17500	0.036699	0.48536
ENSG00000133063	1	203181955	203242769	31	9	17500	1.3859	0.082888
ENSG00000233791	1	203267886	203274437	4	2	17500	2.3735	0.0088097
ENSG00000159388	1	203274619	203278730	1	1	17500	0.7063	0.24
ENSG00000122176	1	203309756	203320617	9	3	17500	-1.8593	0.96851
ENSG00000058668	1	203595689	203713209	31	6	17500	-0.90832	0.81814
ENSG00000122188	1	203734304	203745361	7	2	17500	0.38759	0.34916
ENSG00000058673	1	203764782	203823252	26	5	17500	-0.96969	0.8339
ENSG00000257315	1	203765437	203769686	6	2	17500	-0.94672	0.82811
ENSG00000182004	1	203830731	203839678	5	2	17500	-0.24501	0.59677
ENSG00000236430	1	203841702	203843315	2	1	17500	-0.10574	0.5421
ENSG00000237379	1	203923768	203924908	2	1	17500	-2.1151	0.98279
ENSG00000176754	1	204001575	204010393	4	1	17500	-1.2282	0.89031
ENSG00000143842	1	204042243	204096863	34	13	17500	-0.12601	0.55014
ENSG00000143845	1	204100190	204121307	9	4	17500	-0.5271	0.70094
ENSG00000143839	1	204123944	204135465	7	2	17500	-0.212	0.58395
ENSG00000170498	1	204159469	204165614	4	1	17500	1.483	0.069032
ENSG00000174567	1	204167288	204183220	5	2	17500	-0.3535	0.63814
ENSG00000143850	1	204187979	204346793	115	17	17500	1.4182	0.078061
ENSG00000158615	1	204372515	204380919	1	1	17500	1.2265	0.11
ENSG00000133056	1	204391756	204463852	29	4	17500	-0.019276	0.50769
ENSG00000198625	1	204485511	204542871	18	3	17500	1.8048	0.035554
ENSG00000170382	1	204586298	204654861	37	8	17500	0.33226	0.36985
ENSG00000163531	1	204797779	204991950	112	23	17500	1.3425	0.089713
ENSG00000184144	1	205012325	205047627	29	6	17500	0.36416	0.35787
ENSG00000174529	1	205052258	205053645	4	2	17500	-0.93753	0.82576
ENSG00000117222	1	205055270	205091143	16	6	17500	-0.6755	0.75032
ENSG00000133059	1	205111632	205180727	24	3	17500	-0.77263	0.78013
ENSG00000133069	1	205197304	205242471	24	4	17500	-0.8926	0.81396
ENSG00000163545	1	205271187	205290883	11	4	17500	-0.028842	0.5115
ENSG00000162873	1	205305220	205326218	18	5	17500	1.1956	0.11592
ENSG00000226235	1	205342380	205356568	9	3	17500	0.19572	0.42241
ENSG00000186007	1	205350506	205425082	33	10	17500	2.3963	0.0082807
ENSG00000117266	1	205473723	205501921	10	4	17500	0.82247	0.20541
ENSG00000174514	1	205538013	205572046	22	6	17500	-0.17705	0.57027
ENSG00000158711	1	205577071	205601090	4	2	17500	0.18212	0.42774
ENSG00000158715	1	205626979	205649587	8	3	17500	-0.99555	0.84026
ENSG00000069275	1	205681947	205719404	11	4	17500	1.4238	0.077249
ENSG00000117280	1	205737114	205744588	10	3	17500	0.80083	0.21162
ENSG00000133065	1	205758221	205782876	13	4	17500	-0.98625	0.83799
ENSG00000162877	1	205797150	205819260	8	4	17500	-0.33898	0.63269
ENSG00000174502	1	205882176	205912588	34	9	17500	0.70879	0.23923
ENSG00000163486	1	206516200	206637783	27	5	17500	-0.83744	0.79883
ENSG00000143466	1	206643791	206670223	15	4	17500	-0.29544	0.61617
ENSG00000162888	1	206664449	206671061	8	2	17500	0.30362	0.38071
ENSG00000136653	1	206680879	206762616	32	8	17500	-0.52362	0.69973
ENSG00000143486	1	206744620	206785904	20	6	17500	0.16566	0.43421
